,0
622,468
623,180
624,596
625,1162
626,671
627,779
628,584
629,738
630,1173
631,741
632,1072
633,427
634,490
635,1170
636,100
637,422
638,41
639,131
640,1062
641,102
642,748
643,421
644,575
645,233
646,1080
647,1107
648,166
649,997
650,5
651,895
652,207
653,472
654,288
655,665
656,839
657,358
658,611
659,874
660,146
661,982
662,953
663,168
664,840
665,264
666,262
667,508
668,59
669,786
670,689
671,551
672,417
673,189
674,107
675,637
676,309
677,85
678,797
679,568
680,1169
681,868
682,433
683,576
684,923
685,420
686,145
687,182
688,432
689,711
690,124
691,99
692,449
693,488
694,1028
695,487
696,749
697,434
698,1171
699,513
700,1039
701,475
702,764
703,352
704,261
705,374
706,586
707,273
708,939
709,1145
710,495
711,331
712,739
713,373
714,387
715,125
716,1109
717,842
718,631
719,688
720,1031
721,609
722,823
723,29
724,973
725,638
726,235
727,1043
728,844
729,1086
730,662
731,1092
732,106
733,1157
734,92
735,238
736,821
737,951
738,856
739,356
740,783
741,452
742,639
743,381
744,459
745,1070
746,1089
747,723
748,436
749,185
750,382
751,1138
752,96
753,894
754,962
755,785
756,170
757,17
758,223
759,300
760,794
761,994
762,918
763,1151
764,98
765,956
766,401
767,40
768,24
769,901
770,798
771,263
772,1017
773,647
774,784
775,736
776,480
777,447
778,727
779,268
780,954
781,236
782,26
783,946
784,136
785,732
786,1117
787,1037
788,707
789,538
790,289
791,959
792,760
793,179
794,1013
795,660
796,801
797,377
798,863
799,694
800,1074
801,914
802,342
803,687
804,242
805,1034
806,388
807,260
808,591
809,658
810,12
811,886
812,228
813,276
814,809
815,229
816,1040
817,409
818,590
819,674
820,492
821,696
822,1011
823,446
824,30
825,656
826,522
827,220
828,530
829,529
830,580
831,1046
832,1068
833,63
834,25
835,1144
836,500
837,726
838,95
839,42
840,277
841,330
842,404
843,731
844,766
845,1094
846,683
847,936
848,141
849,1064
850,290
851,486
852,594
853,701
854,908
855,984
856,215
857,585
858,837
859,329
860,298
861,414
862,781
863,1163
864,1156
865,716
866,579
867,628
868,756
869,311
870,577
871,681
872,1161
873,241
874,152
875,204
876,666
877,341
878,301
879,177
880,889
881,157
882,547
883,1045
884,46
885,483
886,645
887,653
888,655
889,451
890,37
891,535
892,814
893,602
894,47
895,282
896,35
897,473
898,77
899,1128
900,843
901,1083
902,752
903,416
904,322
905,883
906,755
907,632
908,1026
909,351
910,197
911,684
912,587
913,1172
914,925
915,212
916,1076
917,55
918,725
919,325
920,633
921,1033
922,729
923,214
924,697
925,148
926,1099
927,178
928,975
929,23
930,1084
931,906
932,829
933,928
934,964
935,369
936,1041
937,734
938,1158
939,39
940,1004
941,167
942,708
943,848
944,909
945,93
946,667
947,94
948,203
949,418
950,944
951,348
952,461
953,950
954,370
955,462
956,691
957,466
958,570
959,753
960,1147
961,903
962,198
963,347
964,1105
965,811
966,1054
967,799
968,1141
969,397
970,969
971,360
972,455
973,156
974,1050
975,313
976,326
977,1052
978,605
979,690
980,718
981,1174
982,127
983,186
984,139
985,297
986,368
987,525
988,864
989,804
990,966
991,775
992,715
993,1021
994,1014
995,430
996,1108
997,150
998,932
999,317
1000,470
1001,423
1002,558
1003,191
1004,644
1005,159
1006,524
1007,1129
1008,850
1009,252
1010,274
1011,213
1012,743
1013,767
1014,121
1015,69
1016,323
1017,135
1018,800
1019,51
1020,119
1021,74
1022,1124
1023,680
1024,187
1025,405
1026,257
1027,116
1028,965
1029,293
1030,1168
1031,615
1032,485
1033,598
1034,510
1035,0
1036,947
1037,825
1038,234
1039,308
1040,376
1041,505
1042,194
1043,73
1044,111
1045,892
1046,668
1047,810
1048,413
1049,1090
1050,822
1051,630
1052,546
1053,571
1054,458
1055,791
1056,531
1057,391
1058,1010
1059,1121
1060,642
1061,917
1062,724
1063,942
1064,1123
1065,163
1066,429
1067,788
1068,165
1069,402
1070,425
1071,880
1072,366
1073,815
1074,337
1075,310
1076,940
1077,614
1078,539
1079,838
1080,617
1081,22
1082,830
1083,424
1084,974
1085,444
1086,916
1087,176
1088,554
1089,608
1090,787
1091,478
1092,278
1093,60
1094,1164
1095,53
1096,251
1097,803
1098,623
1099,650
1100,379
1101,703
1102,31
1103,971
1104,526
1105,225
1106,578
1107,494
1108,393
1109,1106
1110,231
1111,254
1112,324
1113,239
1114,845
1115,58
1116,970
1117,237
1118,226
1119,192
1120,552
1121,751
1122,853
1123,847
1124,164
1125,759
1126,365
1127,259
1128,104
1129,720
1130,516
1131,1047
1132,210
1133,491
1134,484
1135,244
1136,384
1137,1132
1138,1088
1139,81
1140,722
1141,243
1142,796
1143,14
1144,1071
1145,1006
1146,710
1147,443
1148,1075
1149,957
1150,679
1151,693
1152,320
1153,1079
1154,846
1155,556
1156,396
1157,489
1158,371
1159,1024
1160,910
1161,549
1162,1078
1163,963
1164,949
1165,501
1166,392
1167,445
1168,855
1169,407
1170,514
1171,195
1172,97
1173,995
1174,87
1175,543
1176,1100
1177,355
1178,109
1179,572
0,1146
1,931
2,63
3,270
4,254
5,194
6,166
7,1042
8,473
9,834
10,516
11,1136
12,264
13,809
14,1128
15,253
16,790
17,538
18,162
19,1139
20,152
21,578
22,1073
23,1099
24,256
25,857
26,103
27,728
28,466
29,663
30,87
31,475
32,878
33,461
34,783
35,312
36,174
37,160
38,635
39,898
40,368
41,604
42,445
43,670
44,10
45,566
46,504
47,1120
48,292
49,9
50,322
51,746
52,556
53,640
54,349
55,1057
56,259
57,123
58,617
59,863
60,318
61,616
62,1014
63,243
64,792
65,83
66,1024
67,784
68,1145
69,411
70,1077
71,1049
72,568
73,33
74,173
75,460
76,444
77,539
78,960
79,950
80,58
81,255
82,679
83,147
84,541
85,978
86,908
87,524
88,378
89,1124
90,1115
91,158
92,583
93,438
94,833
95,943
96,786
97,66
98,582
99,157
100,826
101,816
102,271
103,277
104,937
105,660
106,558
107,543
108,981
109,314
110,545
111,1002
112,5
113,1173
114,622
115,625
116,652
117,124
118,151
119,1030
120,743
121,463
122,68
123,107
124,208
125,875
126,995
127,829
128,43
129,700
130,696
131,844
132,443
133,547
134,665
135,96
136,526
137,371
138,686
139,540
140,990
141,948
142,913
143,227
144,707
145,1130
146,187
147,331
148,695
149,1144
150,436
151,666
152,639
153,714
154,1056
155,985
156,1071
157,835
158,928
159,127
160,1092
161,303
162,498
163,970
164,880
165,966
166,715
167,376
168,973
169,796
170,901
171,775
172,828
173,1103
174,557
175,753
176,768
177,1158
178,979
179,54
180,464
181,1159
182,106
183,983
184,113
185,905
186,536
187,1013
188,843
189,860
190,503
191,1164
192,1080
193,422
194,391
195,552
196,212
197,822
198,986
199,592
200,570
201,98
202,342
203,347
204,428
205,562
206,613
207,850
208,508
209,23
210,1037
211,258
212,480
213,449
214,716
215,14
216,313
217,84
218,395
219,815
220,992
221,72
222,636
223,509
224,976
225,590
226,668
227,1032
228,672
229,724
230,381
231,27
232,501
233,1171
234,1050
235,100
236,739
237,11
238,549
239,457
240,31
241,1026
242,308
243,658
244,148
245,69
246,1087
247,425
248,1029
249,546
250,134
251,110
252,782
253,1067
254,708
255,65
256,930
257,1066
258,988
259,710
260,1119
261,47
262,917
263,323
264,369
265,234
266,957
267,1046
268,1097
269,519
270,481
271,967
272,605
273,649
274,877
275,78
276,161
277,340
278,130
279,374
280,574
281,1095
282,126
283,3
284,971
285,141
286,651
287,785
288,396
289,101
290,926
291,109
292,614
293,803
294,199
295,211
296,284
297,598
298,8
299,279
300,855
301,22
302,867
303,366
304,702
305,827
306,1093
307,761
308,358
309,1076
310,410
311,1178
312,218
313,873
314,1105
315,941
316,214
317,797
318,495
319,748
320,638
321,890
322,192
323,213
324,286
325,203
326,343
327,565
328,520
329,95
330,942
331,1061
332,865
333,310
334,517
335,446
336,239
337,1062
338,55
339,1134
340,421
341,560
342,1110
343,1088
344,747
345,1047
346,352
347,44
348,209
349,74
350,389
351,1104
352,45
353,139
354,86
355,731
356,779
357,968
358,394
359,337
360,1152
361,1113
362,175
363,280
364,133
365,92
366,288
367,398
368,964
369,567
370,798
371,852
372,801
373,633
374,183
375,294
376,741
377,298
378,442
379,135
380,362
381,262
382,1126
383,848
384,789
385,806
386,295
387,935
388,377
389,85
390,561
391,764
392,929
393,1106
394,975
395,285
396,1060
397,115
398,373
399,67
400,176
401,653
402,382
403,737
404,962
405,842
406,224
407,154
408,581
409,669
410,182
411,518
412,587
413,1006
414,612
415,1022
416,71
417,532
418,841
419,733
420,205
421,987
422,1043
423,364
424,311
425,172
426,991
427,1179
428,1129
429,236
430,559
431,393
432,588
433,776
434,603
435,1000
436,1138
437,723
438,916
439,76
440,881
441,899
442,302
443,673
444,884
445,955
446,129
447,40
448,684
449,969
450,215
451,145
452,453
453,521
454,606
455,400
456,1053
457,245
458,912
459,500
460,1041
461,281
462,572
463,390
464,433
465,751
466,601
467,116
468,357
469,1036
470,689
471,226
472,306
473,699
474,204
475,659
476,434
477,1084
478,800
479,210
480,112
481,327
482,359
483,483
484,144
485,871
486,579
487,454
488,1163
489,1102
490,709
491,114
492,1001
493,37
494,619
495,544
496,780
497,1125
498,450
499,261
500,1059
501,607
502,575
503,170
504,238
505,102
506,409
507,920
508,287
509,1114
510,836
511,1017
512,999
513,191
514,909
515,252
516,563
517,894
518,266
519,856
520,197
521,452
522,732
523,1109
524,756
525,470
526,1107
527,752
528,82
529,720
530,315
531,774
532,862
533,494
534,367
535,91
536,883
537,1147
538,1009
539,744
540,251
541,219
542,471
543,767
544,345
545,577
546,893
547,924
548,415
549,13
550,0
551,685
552,734
553,193
554,195
555,725
556,788
557,513
558,220
559,915
560,330
561,847
562,201
563,858
564,53
565,1166
566,697
567,534
568,812
569,1063
570,25
571,882
572,512
573,496
574,51
575,497
576,1035
577,711
578,131
579,940
580,418
581,70
582,477
583,164
584,872
585,1177
586,997
587,961
588,584
589,600
590,108
591,542
592,146
593,772
594,370
595,1091
596,168
597,1
598,1142
599,417
600,179
601,1148
602,868
603,631
604,156
605,623
606,903
607,596
608,307
609,825
610,493
611,77
612,1140
613,93
614,30
615,904
616,420
617,478
618,216
619,89
620,348
621,885
622,951
623,817
624,1162
625,934
626,977
627,1151
628,692
629,223
630,799
631,341
632,426
633,94
634,795
635,387
636,888
637,949
638,555
639,451
640,441
641,375
642,249
643,403
644,1039
645,1052
646,936
647,73
648,1122
649,1028
650,60
651,1074
652,111
653,851
654,353
655,805
656,290
657,1079
658,765
659,414
660,329
661,874
662,993
663,41
664,763
665,455
666,465
667,122
668,523
669,326
670,1154
671,1123
672,1149
673,674
674,278
675,956
676,505
677,569
678,242
679,240
680,1033
681,553
682,1111
683,49
684,726
685,217
686,1072
687,167
688,963
689,717
690,1021
691,906
692,1096
693,169
694,611
695,1094
696,1008
697,1170
698,105
699,90
700,1016
701,879
702,190
703,2
704,1044
705,447
706,423
707,363
708,149
709,554
710,456
711,52
712,320
713,291
714,1086
715,1127
716,1020
717,293
718,412
719,589
720,527
721,887
722,939
723,1023
724,1117
725,735
726,437
727,181
728,528
729,1075
730,682
731,385
732,677
733,484
734,535
735,228
736,275
737,80
738,469
739,594
740,1078
741,304
742,1081
743,1015
744,75
745,678
746,750
747,814
748,918
749,889
750,1165
751,667
752,896
753,81
754,609
755,586
756,688
757,171
758,309
759,32
760,637
761,196
762,654
763,206
764,64
765,1065
766,1090
767,643
768,550
769,153
770,832
771,675
772,121
773,427
774,927
775,1019
776,120
777,46
778,265
779,811
780,947
781,738
782,356
783,61
784,1068
785,1040
786,487
787,1038
788,1137
789,1167
790,818
791,140
792,499
793,980
794,1108
795,132
796,1157
797,118
798,138
799,137
800,657
801,994
802,328
803,1133
804,530
805,413
806,694
807,769
808,273
809,907
810,791
811,902
812,408
813,231
814,1132
815,759
816,1031
817,718
818,165
819,301
820,793
821,1161
822,429
823,713
824,274
825,703
826,522
827,773
828,866
829,492
830,892
831,1011
832,758
833,1018
834,736
835,838
836,1160
837,620
838,845
839,1003
840,332
841,690
842,431
843,766
844,250
845,380
846,476
847,531
848,1150
849,742
850,749
851,984
852,178
853,945
854,510
855,241
856,1156
857,136
858,627
859,297
860,664
861,813
862,401
863,459
864,1141
865,1131
866,435
867,486
868,430
869,876
870,593
871,79
872,163
873,921
874,490
875,263
876,595
877,406
878,351
879,24
880,1007
881,854
882,1082
883,745
884,681
885,200
886,1083
887,237
888,514
889,691
890,777
891,630
892,1143
893,839
894,1169
895,232
896,19
897,221
898,740
899,1058
900,859
901,925
902,760
903,573
904,687
905,299
906,933
907,853
908,919
909,333
910,849
911,831
912,821
913,56
914,17
915,1048
916,1069
917,641
918,128
919,268
920,317
921,338
922,117
923,819
924,432
925,1054
926,861
927,621
928,626
929,1070
930,39
931,344
932,16
933,886
934,1045
935,548
936,1034
937,846
938,897
939,424
940,350
941,20
942,448
943,762
944,551
945,12
946,1089
947,671
948,26
949,683
950,810
951,143
952,1112
953,511
954,1051
955,712
956,225
957,1101
958,891
959,177
960,198
961,485
962,618
963,404
964,419
965,482
966,248
967,944
968,489
969,1153
970,202
971,650
972,388
973,1155
974,808
975,721
976,246
977,59
978,932
979,525
980,729
981,646
982,247
983,591
984,267
985,392
986,35
987,533
988,727
989,336
990,585
991,634
992,276
993,1100
994,787
995,57
996,730
997,180
998,910
999,21
1000,1004
1001,722
1002,823
1003,472
1004,794
1005,458
1006,1118
1007,754
1008,972
1009,150
1010,1116
1011,104
1012,564
1013,15
1014,488
1015,282
1016,185
1017,507
1018,705
1019,807
1020,305
1021,383
1022,655
1023,355
1024,222
1025,440
1026,283
1027,296
1028,189
1029,184
1030,1055
1031,1010
1032,384
1033,4
1034,1025
1035,698
1036,502
1037,615
1038,840
1039,402
1040,870
1041,580
1042,18
1043,468
1044,820
1045,6
1046,628
1047,642
1048,982
1049,479
1050,706
1051,125
1052,645
1053,7
1054,1121
1055,1135
1056,316
1057,233
1058,770
1059,804
1060,771
1061,608
1062,954
1063,325
1064,1012
1065,99
1066,938
1067,272
1068,704
1069,346
1070,321
1071,632
1072,97
1073,365
1074,602
1075,155
1076,36
1077,998
1078,597
1079,491
1080,1027
1081,386
1082,335
1083,269
1084,235
1085,869
1086,379
1087,837
1088,701
1089,474
1090,719
1091,1172
1092,230
1093,661
1094,88
1095,576
1096,922
1097,62
1098,648
1099,257
1100,911
1101,324
1102,244
1103,142
1104,958
1105,50
1106,676
1107,372
1108,571
1109,647
1110,334
1111,29
1112,360
1113,188
1114,629
1115,644
1116,959
1117,1005
1118,895
1119,781
1120,119
1121,397
1122,28
1123,1176
1124,599
1125,923
1126,946
1127,952
1128,989
1129,656
1130,407
1131,1098
1132,996
1133,260
1134,462
1135,662
1136,953
1137,506
1138,48
1139,900
1140,624
1141,42
1142,38
1143,914
1144,537
1145,399
1146,515
1147,186
1148,965
1149,354
1150,755
1151,693
1152,529
1153,778
1154,1174
1155,610
1156,361
1157,405
1158,159
1159,339
1160,680
1161,1168
1162,1085
1163,1064
1164,467
1165,289
1166,416
1167,830
1168,824
1169,974
1170,34
1171,1175
1172,757
1173,864
1174,300
1175,207
1176,802
1177,229
1178,319
1179,439
0,332
1,325
2,1030
3,521
4,81
5,1060
6,608
7,718
8,515
9,600
10,427
11,639
12,420
13,522
14,169
15,2
16,727
17,1127
18,594
19,105
20,1052
21,987
22,111
23,1062
24,115
25,678
26,706
27,664
28,287
29,267
30,623
31,401
32,462
33,1053
34,944
35,707
36,308
37,1040
38,737
39,868
40,823
41,102
42,236
43,731
44,414
45,843
46,842
47,12
48,758
49,850
50,71
51,334
52,338
53,77
54,430
55,778
56,1108
57,1032
58,506
59,64
60,972
61,1178
62,161
63,220
64,1160
65,507
66,1122
67,641
68,788
69,878
70,242
71,916
72,437
73,116
74,237
75,947
76,121
77,785
78,892
79,1125
80,677
81,276
82,283
83,957
84,153
85,1090
86,1064
87,518
88,65
89,666
90,923
91,224
92,18
93,261
94,165
95,391
96,847
97,651
98,59
99,1058
100,89
101,27
102,157
103,881
104,931
105,701
106,598
107,3
108,1096
109,866
110,945
111,229
112,5
113,733
114,98
115,468
116,1149
117,1159
118,640
119,176
120,822
121,342
122,905
123,222
124,195
125,380
126,880
127,803
128,24
129,889
130,747
131,337
132,1028
133,166
134,418
135,16
136,1152
137,1176
138,819
139,697
140,1089
141,670
142,711
143,272
144,1154
145,1147
146,162
147,566
148,160
149,845
150,139
151,661
152,633
153,1012
154,402
155,124
156,1001
157,238
158,396
159,207
160,211
161,571
162,918
163,581
164,181
165,264
166,112
167,1156
168,852
169,660
170,1082
171,719
172,92
173,140
174,592
175,969
176,328
177,15
178,1066
179,665
180,63
181,482
182,20
183,245
184,748
185,381
186,1013
187,510
188,958
189,835
190,34
191,768
192,399
193,217
194,913
195,47
196,356
197,384
198,588
199,82
200,248
201,820
202,840
203,531
204,484
205,1173
206,855
207,350
208,268
209,679
210,235
211,860
212,621
213,893
214,781
215,72
216,630
217,9
218,857
219,1037
220,29
221,950
222,231
223,365
224,725
225,933
226,904
227,555
228,1056
229,251
230,471
231,602
232,753
233,1141
234,806
235,1169
236,406
237,856
238,203
239,750
240,1024
241,1170
242,271
243,377
244,997
245,344
246,1007
247,340
248,66
249,946
250,452
251,556
252,694
253,438
254,527
255,403
256,762
257,756
258,295
259,93
260,487
261,520
262,686
263,949
264,728
265,1080
266,57
267,780
268,603
269,1083
270,398
271,327
272,1101
273,1050
274,998
275,282
276,149
277,795
278,373
279,575
280,751
281,13
282,1145
283,876
284,434
285,870
286,687
287,862
288,663
289,213
290,197
291,269
292,941
293,464
294,932
295,734
296,700
297,1074
298,1166
299,476
300,417
301,302
302,68
303,1008
304,284
305,1158
306,210
307,394
308,45
309,209
310,404
311,964
312,191
313,26
314,1121
315,478
316,1078
317,1150
318,872
319,648
320,844
321,919
322,201
323,1055
324,887
325,676
326,1172
327,492
328,134
329,198
330,180
331,32
332,563
333,42
334,1100
335,144
336,583
337,449
338,61
339,1000
340,152
341,95
342,442
343,48
344,0
345,291
346,497
347,455
348,109
349,654
350,1073
351,1104
352,752
353,461
354,1068
355,673
356,814
357,485
358,133
359,726
360,493
361,185
362,1092
363,395
364,898
365,994
366,815
367,474
368,466
369,540
370,1179
371,1018
372,280
373,1017
374,985
375,609
376,672
377,574
378,582
379,426
380,764
381,966
382,634
383,259
384,653
385,436
386,828
387,378
388,759
389,1004
390,392
391,901
392,301
393,722
394,86
395,451
396,1016
397,358
398,963
399,1048
400,107
401,558
402,1105
403,188
404,300
405,54
406,329
407,1010
408,886
409,339
410,1098
411,773
412,22
413,131
414,657
415,991
416,680
417,326
418,999
419,980
420,1046
421,942
422,475
423,1061
424,310
425,44
426,141
427,830
428,974
429,41
430,1131
431,179
432,285
433,90
434,605
435,736
436,921
437,101
438,1167
439,250
440,690
441,1114
442,74
443,754
444,88
445,1005
446,766
447,541
448,693
449,513
450,709
451,156
452,526
453,595
454,864
455,519
456,51
457,1027
458,298
459,1140
460,567
461,270
462,274
463,167
464,649
465,1148
466,17
467,612
468,534
469,499
470,742
471,1102
472,777
473,601
474,1164
475,816
476,895
477,826
478,1075
479,405
480,11
481,763
482,717
483,390
484,529
485,151
486,801
487,409
488,410
489,1120
490,252
491,1059
492,415
493,596
494,343
495,472
496,1132
497,1118
498,465
499,1135
500,580
501,800
502,200
503,433
504,292
505,996
506,423
507,335
508,625
509,783
510,481
511,891
512,685
513,1151
514,512
515,745
516,171
517,429
518,477
519,807
520,76
521,223
522,638
523,542
524,705
525,954
526,99
527,716
528,164
529,757
530,568
531,704
532,467
533,818
534,760
535,50
536,120
537,662
538,456
539,277
540,959
541,30
542,624
543,784
544,743
545,899
546,1079
547,36
548,584
549,790
550,576
551,294
552,1106
553,504
554,554
555,370
556,182
557,1063
558,1175
559,368
560,407
561,607
562,749
563,833
564,94
565,239
566,130
567,257
568,911
569,215
570,961
571,128
572,927
573,214
574,849
575,362
576,804
577,21
578,1054
579,681
580,446
581,799
582,123
583,383
584,212
585,769
586,10
587,228
588,934
589,885
590,525
591,1023
592,1021
593,960
594,629
595,408
596,431
597,240
598,626
599,79
600,551
601,40
602,794
603,500
604,1077
605,273
606,55
607,962
608,792
609,617
610,445
611,37
612,233
613,187
614,549
615,1107
616,797
617,912
618,552
619,523
620,147
621,1038
622,206
623,1174
624,490
625,317
626,100
627,793
628,1099
629,303
630,324
631,1130
632,730
633,1069
634,1044
635,39
636,170
637,355
638,1139
639,936
640,988
641,163
642,87
643,33
644,738
645,562
646,920
647,1071
648,424
649,49
650,184
651,208
652,767
653,1113
654,723
655,682
656,888
657,1116
658,786
659,632
660,859
661,385
662,413
663,841
664,425
665,278
666,439
667,190
668,1006
669,320
670,400
671,530
672,713
673,853
674,323
675,1109
676,14
677,374
678,1133
679,692
680,289
681,443
682,154
683,586
684,746
685,955
686,219
687,126
688,882
689,508
690,470
691,488
692,1072
693,357
694,460
695,246
696,1126
697,254
698,948
699,953
700,874
701,127
702,1047
703,83
704,232
705,646
706,528
707,347
708,808
709,1163
710,1033
711,1002
712,779
713,635
714,351
715,869
716,674
717,279
718,205
719,579
720,193
721,798
722,496
723,636
724,894
725,299
726,103
727,367
728,533
729,1
730,60
731,260
732,108
733,1034
734,473
735,1134
736,925
737,7
738,981
739,984
740,517
741,550
742,113
743,587
744,305
745,509
746,80
747,968
748,695
749,28
750,1144
751,671
752,774
753,614
754,1020
755,145
756,846
757,136
758,1022
759,1119
760,463
761,110
762,836
763,776
764,1162
765,593
766,589
767,441
768,23
769,740
770,132
771,296
772,354
773,4
774,975
775,813
776,993
777,1157
778,353
779,939
780,863
781,910
782,976
783,1070
784,469
785,824
786,142
787,1111
788,1029
789,656
790,715
791,106
792,43
793,782
794,502
795,536
796,914
797,805
798,817
799,495
800,684
801,1065
802,569
803,304
804,412
805,1112
806,247
807,168
808,143
809,1003
810,159
811,615
812,645
813,364
814,501
815,85
816,8
817,1085
818,721
819,831
820,1086
821,628
822,829
823,1081
824,194
825,309
826,851
827,989
828,225
829,330
830,917
831,432
832,979
833,341
834,675
835,440
836,129
837,53
838,1042
839,755
840,125
841,1036
842,689
843,578
844,827
845,19
846,25
847,1009
848,516
849,1084
850,177
851,315
852,1123
853,192
854,221
855,741
856,564
857,565
858,865
859,877
860,627
861,58
862,977
863,447
864,1014
865,1094
866,537
867,419
868,422
869,411
870,114
871,992
872,929
873,570
874,386
875,204
876,393
877,1026
878,724
879,186
880,1051
881,1138
882,199
883,286
884,202
885,990
886,926
887,262
888,226
889,986
890,906
891,810
892,896
893,735
894,970
895,956
896,739
897,613
898,585
899,616
900,137
901,848
902,714
903,216
904,909
905,978
906,243
907,655
908,618
909,56
910,361
911,1045
912,360
913,62
914,982
915,322
916,155
917,318
918,6
919,971
920,483
921,458
922,345
923,1146
924,548
925,922
926,546
927,453
928,539
929,1153
930,312
931,1076
932,903
933,459
934,366
935,174
936,772
937,421
938,389
939,263
940,811
941,691
942,73
943,744
944,620
945,454
946,135
947,306
948,943
949,290
950,349
951,791
952,983
953,543
954,1041
955,524
956,119
957,995
958,667
959,940
960,1165
961,387
962,765
963,732
964,1110
965,952
966,234
967,450
968,498
969,606
970,708
971,967
972,652
973,761
974,138
975,837
976,307
977,702
978,70
979,46
980,532
981,67
982,84
983,503
984,293
985,38
986,604
987,333
988,428
989,1117
990,1143
991,802
992,1095
993,1039
994,104
995,1087
996,256
997,244
998,642
999,321
1000,1128
1001,196
1002,668
1003,288
1004,1161
1005,258
1006,313
1007,553
1008,622
1009,699
1010,599
1011,1142
1012,91
1013,631
1014,348
1015,832
1016,854
1017,930
1018,494
1019,710
1020,78
1021,1137
1022,388
1023,771
1024,712
1025,658
1026,314
1027,1093
1028,172
1029,363
1030,775
1031,928
1032,545
1033,1067
1034,1043
1035,352
1036,1049
1037,908
1038,230
1039,1025
1040,486
1041,96
1042,557
1043,610
1044,369
1045,812
1046,838
1047,858
1048,150
1049,796
1050,158
1051,839
1052,873
1053,559
1054,683
1055,382
1056,1103
1057,867
1058,375
1059,696
1060,69
1061,834
1062,1057
1063,311
1064,1129
1065,480
1066,372
1067,935
1068,890
1069,572
1070,871
1071,1035
1072,316
1073,1124
1074,35
1075,218
1076,1168
1077,577
1078,117
1079,698
1080,973
1081,175
1082,249
1083,118
1084,178
1085,371
1086,770
1087,884
1088,643
1089,879
1090,637
1091,787
1092,1019
1093,561
1094,1015
1095,825
1096,729
1097,379
1098,435
1099,479
1100,591
1101,544
1102,297
1103,319
1104,189
1105,275
1106,1088
1107,281
1108,376
1109,489
1110,938
1111,951
1112,861
1113,448
1114,547
1115,444
1116,611
1117,505
1118,597
1119,97
1120,650
1121,1031
1122,397
1123,1177
1124,255
1125,789
1126,75
1127,915
1128,359
1129,253
1130,331
1131,809
1132,183
1133,644
1134,52
1135,173
1136,647
1137,1136
1138,457
1139,720
1140,924
1141,227
1142,560
1143,538
1144,965
1145,535
1146,883
1147,937
1148,900
1149,146
1150,122
1151,1011
1152,669
1153,688
1154,266
1155,573
1156,416
1157,875
1158,1091
1159,703
1160,1155
1161,241
1162,902
1163,821
1164,265
1165,659
1166,907
1167,590
1168,514
1169,346
1170,619
1171,511
1172,1115
1173,897
1174,491
1175,336
1176,1097
1177,1171
1178,148
1179,31
0,210
1,942
2,52
3,580
4,435
5,1111
6,143
7,1165
8,534
9,709
10,927
11,6
12,928
13,612
14,588
15,875
16,532
17,879
18,704
19,287
20,167
21,1037
22,1115
23,1159
24,306
25,1033
26,859
27,745
28,867
29,1123
30,949
31,669
32,99
33,827
34,506
35,116
36,657
37,194
38,992
39,85
40,477
41,185
42,631
43,885
44,947
45,929
46,918
47,1007
48,166
49,510
50,95
51,1170
52,986
53,718
54,724
55,283
56,1056
57,103
58,969
59,870
60,396
61,1058
62,730
63,352
64,703
65,430
66,895
67,122
68,960
69,1168
70,14
71,671
72,160
73,1061
74,816
75,934
76,315
77,158
78,219
79,834
80,26
81,378
82,489
83,1071
84,548
85,985
86,1032
87,882
88,89
89,786
90,328
91,75
92,933
93,106
94,889
95,952
96,2
97,833
98,633
99,236
100,547
101,740
102,23
103,296
104,1104
105,238
106,206
107,25
108,636
109,284
110,998
111,11
112,824
113,776
114,88
115,472
116,515
117,759
118,883
119,825
120,1169
121,478
122,576
123,301
124,300
125,207
126,644
127,251
128,762
129,1039
130,41
131,268
132,614
133,828
134,540
135,1151
136,1072
137,365
138,712
139,1078
140,74
141,424
142,896
143,220
144,906
145,1036
146,808
147,56
148,915
149,18
150,1155
151,1031
152,625
153,1134
154,241
155,555
156,256
157,163
158,379
159,359
160,30
161,393
162,169
163,117
164,586
165,348
166,837
167,486
168,530
169,179
170,344
171,223
172,728
173,324
174,439
175,474
176,87
177,77
178,609
179,501
180,549
181,520
182,865
183,1161
184,351
185,1087
186,277
187,598
188,683
189,381
190,16
191,262
192,793
193,1126
194,953
195,597
196,696
197,795
198,299
199,975
200,693
201,826
202,1114
203,643
204,1035
205,662
206,421
207,785
208,322
209,35
210,27
211,589
212,950
213,469
214,611
215,263
216,133
217,832
218,130
219,648
220,178
221,577
222,843
223,744
224,388
225,596
226,999
227,771
228,102
229,753
230,279
231,200
232,10
233,463
234,51
235,193
236,244
237,862
238,898
239,326
240,972
241,573
242,562
243,271
244,140
245,871
246,651
247,367
248,186
249,1117
250,230
251,794
252,694
253,361
254,203
255,123
256,550
257,790
258,1140
259,327
260,1177
261,523
262,666
263,96
264,353
265,340
266,645
267,1084
268,408
269,750
270,498
271,581
272,40
273,465
274,508
275,1135
276,1049
277,211
278,702
279,1020
280,307
281,98
282,190
283,968
284,963
285,390
286,13
287,450
288,817
289,276
290,1118
291,627
292,215
293,780
294,55
295,69
296,369
297,375
298,1050
299,579
300,587
301,1089
302,869
303,1073
304,582
305,983
306,623
307,878
308,1091
309,1090
310,400
311,29
312,851
313,144
314,733
315,358
316,341
317,974
318,1019
319,1023
320,844
321,402
322,789
323,414
324,1129
